timestamp_s,power_w,gpu_pct,cpu_pct
996,21.9,52.5,38.6
997,19.9,53.6,38.0
998,20.6,52.7,37.2
999,22.6,54.0,39.8
1000,22.6,53.6,38.9
1001,21.6,53.4,38.3
1002,21.2,55.0,38.1
1003,21.2,50.8,39.8
1004,21.3,52.2,38.8
1005,21.7,50.6,36.6
1006,22.2,51.5,38.2
1007,22.9,55.6,38.6
1008,21.9,49.9,39.2
1009,20.6,53.3,38.6
1010,21.2,52.3,39.7
1011,20.9,53.1,38.8
1012,20.4,55.9,36.9
1013,20.9,54.2,39.1
1014,21.0,51.3,37.0
1015,22.0,54.7,36.3
1016,21.6,53.0,37.4
1017,22.2,50.2,37.5
1018,21.2,52.1,37.5
1019,21.8,51.3,38.0
1020,21.1,51.3,41.4
1021,22.7,52.6,36.9
1022,21.2,52.8,37.6
1023,21.0,55.7,35.0
1024,21.1,51.8,37.8
1025,20.9,50.6,36.9
1026,20.5,52.8,38.6
1027,22.3,51.0,34.8
1028,22.5,53.9,37.9
1029,21.8,52.7,38.2
1030,22.0,52.0,36.0
1031,20.4,52.5,38.4
1032,21.6,51.9,37.6
1033,20.2,52.4,37.8
1034,21.8,51.3,37.5
1035,20.7,54.8,39.4
1036,21.0,53.2,37.4
1037,21.6,54.8,37.8
1038,21.9,54.7,37.5
1039,20.4,54.4,37.9
1040,21.2,52.1,40.2
1041,21.1,54.0,38.4
1042,22.2,52.4,36.6
1043,21.7,51.5,36.1
1044,20.9,52.5,37.7
1045,21.5,52.4,38.8
1046,21.0,55.7,39.7
1047,22.2,52.1,35.7
1048,21.0,51.6,39.6
1049,21.2,54.8,38.1
1050,21.6,55.3,37.7
1051,22.1,51.8,38.0
1052,21.9,54.4,37.6
1053,21.5,55.3,38.7
1054,21.1,52.8,36.6
1055,21.1,55.1,36.9
1056,20.4,54.4,35.8
1057,21.2,51.9,37.9
1058,21.8,52.5,38.4
1059,21.1,52.7,38.8
1060,20.5,53.2,37.7
1061,21.5,52.9,38.1
1062,21.1,52.1,37.9
1063,21.8,52.5,39.2
1064,22.3,52.0,39.0
1065,22.2,52.9,35.4
1066,21.6,50.4,37.3
1067,20.8,53.8,37.0
1068,21.5,53.2,39.8
1069,22.7,53.1,37.1
1070,21.9,53.0,40.2
1071,22.2,55.0,37.9
1072,21.0,51.1,38.7
1073,21.4,52.1,39.2
1074,21.2,51.9,38.5
1075,21.4,53.6,37.7
1076,22.6,50.2,37.2
1077,22.2,52.4,37.3
1078,22.1,54.9,37.1
1079,22.2,52.3,34.4
1080,22.2,55.1,36.4
1081,20.4,54.4,38.5
1082,21.0,54.9,38.4
1083,20.4,53.9,37.9
1084,20.7,53.6,38.7
1085,20.1,52.7,38.8
1086,20.6,54.9,40.0
1087,21.1,52.9,38.0
1088,22.0,52.7,36.8
1089,21.0,53.9,37.8
1090,21.2,53.0,36.8
1091,20.3,52.8,39.6
1092,20.4,53.5,37.7
1093,21.6,52.8,37.8
1094,21.6,53.1,40.6
1095,21.2,52.8,38.2
1096,20.4,54.3,39.3
1097,21.4,52.7,37.2
1098,21.4,55.2,38.6
1099,21.1,53.4,37.4
1100,21.2,54.1,37.2
1101,20.6,54.4,37.7
1102,21.1,53.8,39.3
1103,20.8,52.6,38.5
1104,20.9,56.5,38.0
1105,22.0,52.4,38.1
1106,20.6,52.0,38.7
1107,21.7,52.4,37.3
1108,21.6,51.6,37.4
1109,20.9,53.3,38.0
1110,20.8,54.9,36.4
1111,21.6,53.2,37.6
1112,22.5,51.4,39.3
1113,21.1,53.5,38.2
1114,20.8,52.6,37.0
1115,21.6,53.3,37.8
1116,20.6,50.3,37.2
1117,21.0,48.9,37.6
1118,21.6,50.3,37.2
1119,20.7,53.7,36.4
1120,21.6,52.6,39.5
1121,21.6,54.2,38.2
1122,21.2,53.2,37.9
1123,21.7,55.3,37.7
1124,21.7,51.7,37.4
1125,20.7,55.0,39.1
1126,20.6,50.6,37.8
1127,20.2,54.0,37.0
1128,20.6,54.2,39.4
1129,21.3,53.1,37.5
1130,21.6,53.8,38.4
1131,20.8,53.5,38.5
1132,21.2,54.0,38.8
1133,20.1,54.6,36.7
1134,20.7,53.7,37.2
1135,21.8,50.9,38.4
1136,20.9,53.1,37.2
1137,21.8,52.9,38.3
1138,21.9,50.4,39.9
1139,21.8,52.5,37.1
1140,21.1,54.3,36.9
1141,20.9,53.0,37.3
1142,21.8,51.6,39.5
1143,21.4,52.0,37.3
1144,21.2,52.2,38.2
1145,21.1,50.3,38.7
1146,21.8,51.3,38.7
1147,21.8,55.7,38.2
1148,21.4,51.5,38.3
1149,21.9,52.2,38.3
1150,20.9,52.6,39.6
1151,20.8,51.8,37.2
1152,21.3,54.2,38.2
1153,21.5,55.8,40.2
1154,21.0,52.2,38.6
1155,22.5,53.2,40.6
1156,21.4,51.9,37.4
1157,20.8,54.3,36.1
1158,21.2,51.4,37.9
1159,21.9,52.2,37.3
1160,20.8,52.7,37.8
1161,20.0,51.0,38.5
1162,21.6,53.5,35.9
1163,20.4,52.4,37.7
1164,21.5,51.6,38.0
1165,20.8,55.0,38.8
1166,21.7,53.8,39.4
1167,21.2,52.2,37.8
1168,19.9,54.7,40.0
1169,21.6,52.8,39.4
1170,21.1,51.5,37.9
1171,21.6,50.8,37.0
1172,22.3,52.9,35.8
1173,20.7,53.8,38.3
1174,21.5,54.4,37.8
1175,21.4,52.2,37.0
1176,21.0,53.9,35.5
1177,21.1,50.6,36.4
1178,21.1,52.6,38.7
1179,20.6,52.3,39.0
1180,21.1,52.4,40.3
1181,22.0,55.2,39.2
1182,20.8,51.9,37.2
1183,20.7,52.7,37.8
1184,21.3,53.5,38.7
1185,21.0,52.8,40.1
1186,22.2,52.9,38.7
1187,21.8,54.5,37.7
1188,21.4,51.9,39.7
1189,21.8,51.7,36.4
1190,21.5,53.4,37.3
1191,21.6,52.4,39.2
1192,21.9,54.2,36.9
1193,20.9,52.5,37.5
1194,20.6,52.1,36.9
1195,22.7,52.5,38.0
1196,21.6,51.4,38.9
1197,21.2,53.1,38.4
1198,21.4,52.7,36.8
1199,21.9,52.3,38.8
1200,20.7,51.9,40.5
1201,21.8,54.7,38.1
1202,21.6,49.7,36.2
1203,21.0,55.8,37.9
1204,21.2,50.7,38.6
1205,21.3,52.2,35.6
1206,20.1,53.0,37.8
1207,21.1,52.8,34.8
1208,22.1,54.6,36.7
1209,20.9,54.1,37.2
1210,22.3,51.8,37.2
1211,21.7,52.3,36.8
1212,22.6,53.1,37.8
1213,21.4,53.0,38.0
1214,21.9,53.4,38.4
1215,23.0,51.6,38.2
1216,20.5,52.6,39.0
1217,20.9,54.3,39.1
1218,21.5,54.1,37.1
1219,21.8,51.6,38.6
1220,21.4,52.0,37.3
1221,22.0,53.1,36.8
1222,21.3,55.7,38.8
1223,20.9,55.3,38.7
1224,20.4,51.9,38.0
1225,20.3,50.7,38.2
1226,21.3,50.2,38.4
1227,21.4,54.0,36.7
1228,20.5,54.1,40.0
1229,21.0,51.1,35.4
1230,21.3,52.7,38.1
1231,21.5,52.7,37.8
1232,20.5,51.2,39.8
1233,21.3,51.6,39.5
1234,22.1,50.4,39.7
1235,20.8,53.3,36.6
1236,21.7,55.8,38.7
1237,21.5,55.7,37.7
1238,20.9,52.5,38.2
1239,21.1,54.8,35.7
1240,22.1,53.0,39.3
1241,21.7,51.2,37.2
1242,20.9,52.4,37.9
1243,22.2,51.5,37.4
1244,22.0,52.6,38.3
1245,21.8,52.5,38.7
1246,20.8,53.6,37.9
1247,20.8,52.8,37.4
1248,21.5,51.7,39.8
1249,21.9,53.1,38.5
1250,20.9,54.9,37.5
1251,21.1,54.7,38.3
1252,20.8,55.4,38.7
1253,20.6,55.4,38.7
1254,20.7,54.4,37.9
1255,21.9,53.0,35.5
1256,20.6,53.7,38.3
1257,21.5,51.7,37.2
1258,21.5,50.9,40.1
1259,22.2,51.8,37.8
1260,20.6,52.8,38.8
1261,22.5,53.3,37.4
1262,21.2,54.2,38.2
1263,22.0,54.0,37.1
1264,21.4,51.7,37.7
1265,21.4,50.9,36.9
1266,22.2,53.7,38.2
1267,21.9,51.3,37.3
1268,21.3,55.7,38.2
1269,21.2,51.9,37.2
1270,20.4,52.5,38.8
1271,21.9,53.6,37.3
1272,21.8,54.1,39.8
1273,22.5,53.7,38.2
1274,21.5,55.2,38.7
1275,21.8,51.9,37.3
1276,21.6,53.7,36.9
1277,20.3,51.2,39.0
1278,21.6,53.3,37.9
1279,20.6,52.4,38.7
1280,21.2,56.1,39.3
1281,22.0,54.1,36.8
1282,21.5,52.7,38.9
1283,22.3,53.1,39.9
1284,20.9,51.7,37.2
1285,21.7,51.3,38.9
1286,21.7,55.0,37.8
1287,20.5,52.8,39.5
1288,20.9,53.8,38.0
1289,20.3,52.8,37.4
1290,20.5,52.9,36.9
1291,21.5,53.6,38.6
1292,20.0,51.5,39.3
1293,21.7,52.6,39.0
1294,20.8,52.6,38.7
1295,22.2,51.2,37.2
1296,21.6,52.2,40.6
1297,21.2,54.3,36.3
1298,21.5,53.2,37.8
1299,22.7,52.8,38.6
1300,20.2,55.4,37.9
1301,21.7,51.8,38.0
1302,20.8,49.8,39.1
1303,20.8,52.9,37.9
1304,21.7,54.0,36.2
1305,21.7,53.6,38.0
1306,21.2,51.2,37.1
1307,21.4,50.3,38.2
1308,21.7,53.0,37.0
1309,21.2,54.8,39.2
1310,20.3,53.1,39.0
1311,21.2,52.4,39.1
1312,21.5,53.5,37.1
1313,21.7,52.0,37.3
1314,21.2,55.2,36.9
1315,21.0,50.1,37.5
1316,22.4,53.4,37.9
1317,21.5,52.7,38.8
1318,20.9,54.7,39.4
1319,21.6,55.8,38.2
1320,21.1,52.5,39.0
1321,21.3,51.8,38.2
1322,22.2,53.0,38.2
1323,21.3,54.5,37.8
1324,21.9,53.7,37.9
1325,22.3,50.6,38.3
1326,21.1,53.8,38.9
1327,21.1,51.8,37.7
1328,20.9,53.6,38.3
1329,20.7,49.3,39.2
1330,21.5,51.6,37.6
1331,21.9,51.9,37.2
1332,21.0,51.9,37.9
1333,21.6,50.2,37.7
1334,21.3,53.9,39.7
1335,21.2,52.0,37.7
1336,20.3,52.3,39.6
1337,21.6,52.9,37.0
1338,21.6,53.3,36.4
1339,22.4,53.9,34.5
1340,21.9,53.4,37.8
1341,21.3,51.6,37.6
1342,21.7,55.0,35.5
1343,20.9,53.6,36.2
1344,21.1,51.8,36.3
1345,22.0,53.0,37.8
1346,21.6,52.9,40.7
1347,21.2,53.0,39.7
1348,21.1,51.3,38.1
1349,20.6,54.4,39.6
1350,21.1,53.6,38.2
1351,20.8,53.8,37.1
1352,20.0,50.7,39.3
1353,21.1,51.9,38.3
1354,22.0,52.8,39.1
1355,22.0,55.0,39.0
1356,22.0,52.6,38.4
1357,20.9,53.0,37.4
1358,21.6,54.2,40.3
1359,21.7,51.7,39.4
1360,21.6,52.0,37.8
1361,20.8,50.2,37.9
1362,21.0,54.6,39.2
1363,21.6,55.3,38.4
1364,20.4,55.7,39.6
1365,21.9,51.6,37.4
1366,22.0,51.8,41.0
1367,20.6,54.5,37.7
1368,21.4,54.3,41.0
1369,21.0,53.3,35.9
1370,21.4,54.0,38.4
1371,21.5,51.6,38.2
1372,21.5,52.3,36.0
1373,21.5,54.0,36.2
1374,21.6,53.4,39.6
1375,20.7,54.9,37.1
1376,21.6,51.9,38.4
1377,22.0,51.8,35.9
1378,21.4,54.3,38.1
1379,21.0,53.2,37.0
1380,22.1,51.7,38.2
1381,21.2,52.6,37.4
1382,22.5,52.5,38.1
1383,21.6,53.0,39.1
1384,22.4,52.0,39.5
1385,21.0,55.0,39.1
1386,20.8,54.3,36.0
1387,20.6,55.1,37.8
1388,20.9,52.7,38.1
1389,21.2,53.7,38.5
1390,21.8,51.8,39.0
1391,20.7,50.4,36.4
1392,20.9,52.8,39.6
1393,21.2,52.4,39.8
1394,20.6,54.4,38.1
1395,21.8,52.5,37.2
1396,21.5,54.1,41.4
1397,21.7,53.7,39.0
1398,22.1,53.3,40.7
1399,21.9,52.2,37.7
1400,22.2,51.2,38.8
1401,21.8,52.2,39.4
1402,22.0,53.8,37.7
1403,22.0,51.4,39.2
1404,21.2,55.0,38.0
1405,19.9,54.2,38.6
1406,20.1,53.8,39.0
1407,21.0,53.8,37.5
1408,21.4,52.3,38.0
1409,21.0,53.4,38.0
1410,20.2,52.9,39.9
1411,22.0,52.8,37.0
1412,22.0,52.1,37.0
1413,21.5,53.8,39.1
1414,22.4,55.9,39.2
1415,21.3,52.4,36.5
1416,20.7,52.2,38.8
1417,21.2,52.9,36.2
1418,21.7,52.4,39.5
1419,22.3,53.7,39.0
1420,22.3,53.9,39.3
1421,22.4,53.2,39.0
1422,20.3,55.4,36.7
1423,20.4,52.5,38.3
1424,21.5,53.5,37.9
1425,21.1,53.1,39.8
1426,21.3,53.3,37.6
1427,20.9,51.2,38.3
1428,20.8,53.6,39.4
1429,22.0,55.0,36.6
1430,22.3,51.6,37.2
1431,21.9,53.0,39.0
1432,21.1,51.3,40.9
1433,21.4,51.0,38.6
1434,21.2,52.2,39.3
1435,21.6,53.3,35.9
1436,20.6,53.6,36.0
1437,22.7,52.3,39.0
1438,20.6,49.7,39.8
1439,22.2,53.6,39.8
1440,21.9,53.3,38.8
1441,21.3,52.7,36.7
1442,21.3,52.6,39.6
1443,21.5,53.6,38.4
1444,20.8,52.7,38.8
1445,21.5,52.9,38.2
1446,21.1,54.3,37.3
1447,21.0,52.7,37.1
1448,21.2,54.8,38.4
1449,20.9,53.8,36.0
1450,21.3,53.4,36.5
1451,20.2,53.0,36.0
1452,21.5,54.9,38.8
1453,21.9,52.8,37.9
1454,21.2,52.4,37.1
1455,21.5,53.6,37.5
1456,20.9,53.3,36.5
1457,21.1,51.9,38.4
1458,21.1,53.7,37.0
1459,21.6,53.4,39.1
1460,21.1,53.0,37.4
1461,21.4,53.4,36.9
1462,21.6,53.9,37.1
1463,20.9,54.9,38.9
1464,21.7,53.7,38.7
1465,21.2,54.0,35.7
1466,20.8,55.4,37.6
1467,20.9,52.3,39.6
1468,21.0,56.0,38.5
1469,21.2,56.2,38.2
1470,22.3,52.2,37.9
1471,20.8,52.2,37.0
1472,20.7,53.2,38.6
1473,21.1,53.8,38.5
1474,22.1,50.2,36.8
1475,21.0,56.2,38.6
1476,21.4,53.2,37.3
1477,22.0,51.5,37.4
1478,22.1,54.2,37.5
1479,21.0,52.3,37.0
1480,21.3,53.2,39.3
1481,21.8,53.6,38.0
1482,20.8,53.6,37.3
1483,21.4,50.3,37.7
1484,21.6,54.1,39.5
1485,20.5,53.8,37.2
1486,20.9,52.2,38.1
1487,21.3,50.1,36.0
1488,21.5,54.1,37.7
1489,20.5,54.2,37.8
1490,21.1,51.8,36.2
1491,21.3,52.3,37.1
1492,22.0,52.4,38.8
1493,21.3,54.6,36.7
1494,20.3,51.8,37.3
1495,20.7,53.8,37.3
1496,20.8,53.6,37.9
1497,21.9,55.1,39.3
1498,20.6,51.5,39.1
1499,20.7,51.6,39.4
1500,20.9,54.2,36.7
1501,21.1,54.9,38.2
1502,21.5,53.7,37.3
1503,20.8,48.6,39.0
1504,22.4,51.9,38.6
1505,20.2,53.6,37.3
1506,21.1,53.6,39.1
1507,22.2,54.3,37.7
1508,21.8,51.5,37.7
1509,20.9,52.8,39.9
1510,21.2,54.0,37.3
1511,21.2,52.4,37.2
1512,21.3,53.1,38.2
1513,21.4,51.6,37.5
1514,20.7,51.9,34.7
1515,20.9,50.6,40.4
1516,22.2,55.6,37.7
1517,21.3,52.6,36.3
1518,20.7,51.4,38.0
1519,21.2,53.6,37.5
1520,21.1,52.6,36.6
1521,19.9,52.4,37.0
1522,20.8,52.9,38.1
1523,20.7,50.6,37.6
1524,20.8,52.0,36.9
1525,21.5,51.1,39.0
1526,21.7,52.0,38.0
1527,21.5,52.7,38.0
1528,20.2,52.9,38.0
1529,21.4,53.8,39.5
1530,21.7,50.2,36.9
1531,20.1,54.8,38.4
1532,20.9,53.8,39.3
1533,20.9,54.7,37.3
1534,21.7,53.2,40.2
1535,21.9,55.0,37.0
1536,21.1,51.4,37.3
1537,21.8,54.5,37.6
1538,21.4,51.4,41.5
1539,20.3,52.3,39.5
1540,20.9,52.7,38.7
1541,21.3,53.6,39.0
1542,20.0,53.9,38.4
1543,22.1,53.1,37.9
1544,22.4,51.0,39.7
1545,21.4,50.3,37.0
1546,21.0,51.7,38.6
1547,22.6,51.2,39.1
1548,21.6,52.0,38.1
1549,22.6,51.8,37.8
1550,21.2,51.3,37.5
1551,22.7,54.0,39.9
1552,20.9,56.4,38.7
1553,20.9,51.0,40.5
1554,21.0,52.9,38.4
1555,21.7,53.0,39.5
1556,21.2,51.0,37.6
1557,22.5,51.6,39.0
1558,20.4,54.9,38.8
1559,20.5,53.0,36.2
1560,20.9,51.6,37.7
1561,22.0,52.8,38.2
1562,21.0,50.7,39.3
1563,22.4,51.9,38.7
1564,21.8,54.0,40.3
1565,20.6,52.4,37.3
1566,21.5,52.7,37.7
1567,22.0,50.8,38.6
1568,21.9,50.9,39.2
1569,21.9,51.6,40.6
1570,20.7,56.0,38.1
1571,21.7,53.7,40.2
1572,22.3,52.8,38.5
1573,20.8,54.0,39.3
1574,21.6,54.0,39.0
1575,21.0,52.0,36.0
1576,21.0,50.1,37.0
1577,21.2,55.8,41.0
1578,20.4,54.8,38.8
1579,21.2,53.4,38.9
1580,21.1,52.4,39.2
1581,21.4,52.2,37.8
1582,21.2,52.7,38.2
1583,20.5,51.9,38.6
1584,21.0,53.6,37.8
1585,20.8,53.5,38.3
1586,21.5,55.7,38.2
1587,20.7,54.8,36.5
1588,21.5,56.1,39.6
1589,21.3,51.3,37.7
1590,23.0,53.4,37.7
1591,21.4,55.3,37.7
1592,21.1,51.7,36.8
1593,20.9,50.9,37.7
1594,21.2,52.8,36.3
1595,21.1,54.7,38.8
1596,21.0,53.9,36.9
1597,20.6,53.7,39.5
1598,21.4,54.6,37.8
1599,20.9,53.8,38.8
1600,21.2,53.9,39.4
1601,21.5,52.0,38.6
1602,21.1,53.8,37.8
1603,21.3,52.7,38.9
1604,20.9,51.4,36.7
1605,21.4,53.9,37.1
1606,21.3,53.3,40.4
1607,22.5,52.5,38.7
1608,21.7,53.2,40.2
1609,21.3,52.6,37.7
1610,21.3,53.5,35.9
1611,21.6,51.7,40.0
1612,21.3,50.3,37.5
1613,20.1,53.9,40.0
1614,22.3,53.2,38.2
1615,20.5,51.7,36.9
1616,20.7,52.1,38.2
1617,22.4,52.0,39.8
1618,21.0,54.2,38.2
1619,21.0,53.5,38.2
1620,21.9,52.2,39.1
1621,20.6,54.6,39.8
1622,20.7,51.8,36.8
1623,21.7,54.7,40.0
1624,21.3,50.8,38.1
1625,20.6,55.3,38.1
1626,21.0,55.1,37.0
1627,22.1,52.3,38.9
1628,21.6,51.5,37.9
1629,21.5,50.8,37.2
1630,20.5,51.6,36.9
1631,21.0,52.1,39.2
1632,20.4,51.0,38.2
1633,20.4,53.5,38.1
1634,21.3,54.2,38.7
1635,20.0,52.9,38.3
1636,21.5,54.6,39.2
1637,21.0,52.7,36.7
1638,20.7,52.6,37.2
1639,21.7,56.2,38.2
1640,20.0,52.8,39.8
1641,21.2,50.3,37.1
1642,21.0,54.2,38.6
1643,20.6,52.1,39.5
1644,21.7,51.5,35.8
1645,20.8,54.9,37.2
1646,21.5,53.8,37.9
1647,22.0,53.7,35.8
1648,22.0,52.0,37.6
1649,20.9,51.7,40.0
1650,22.3,50.9,39.1
1651,21.8,55.7,38.0
1652,21.3,50.7,39.2
1653,21.2,54.0,39.9
1654,21.5,52.6,37.0
1655,21.6,54.7,38.4
1656,21.4,52.3,37.9
1657,20.5,54.7,38.3
1658,20.9,54.5,37.4
1659,20.9,53.6,37.3
1660,21.3,51.3,38.5
1661,21.5,51.0,37.0
1662,21.4,53.7,38.4
1663,21.0,55.1,36.8
1664,21.4,50.8,38.6
1665,21.2,51.7,38.4
1666,21.2,51.8,38.2
1667,21.1,50.3,39.6
1668,20.6,48.2,39.3
1669,21.6,52.0,37.7
1670,21.6,54.7,39.2
1671,21.3,53.3,37.3
1672,21.4,53.3,37.4
1673,21.8,52.0,37.6
1674,20.2,50.2,39.0
1675,21.2,54.7,36.5
1676,21.9,54.1,39.4
1677,22.3,53.7,37.6
1678,20.9,52.4,39.4
1679,21.8,52.1,36.3
1680,20.9,51.6,38.1
1681,21.2,51.7,37.9
1682,20.6,51.5,37.9
1683,21.9,53.2,37.0
1684,20.8,54.1,39.7
1685,20.7,51.9,36.9
1686,22.0,52.1,37.4
1687,21.1,54.5,37.4
1688,21.3,49.2,39.5
1689,20.9,53.2,37.6
1690,20.9,52.6,37.3
1691,20.8,52.0,38.4
1692,20.8,51.8,37.7
1693,22.4,55.1,39.1
1694,21.2,52.1,38.2
1695,21.7,51.8,37.3
1696,21.6,51.4,39.1
1697,21.8,51.7,37.8
1698,21.3,51.1,36.9
1699,22.0,52.7,38.8
1700,20.9,50.4,38.6
1701,21.7,54.0,38.5
1702,21.9,51.8,36.7
1703,20.2,53.6,37.7
1704,21.1,53.8,37.2
1705,21.1,55.1,38.6
1706,19.8,53.9,37.5
1707,20.9,53.3,38.6
1708,21.5,55.9,38.1
1709,20.6,53.8,38.2
1710,22.2,53.3,38.5
1711,22.2,50.4,38.5
1712,20.8,54.3,37.6
1713,20.7,51.2,38.0
1714,20.9,51.8,38.6
1715,21.7,54.8,39.9
1716,20.3,53.2,39.3
1717,21.4,56.5,38.9
1718,20.5,52.1,36.9
1719,21.0,51.6,38.1
1720,22.6,53.0,38.3
1721,22.0,52.1,37.3
1722,21.5,55.5,38.5
1723,20.5,52.1,36.9
1724,20.8,52.7,38.2
1725,22.7,54.1,39.2
1726,22.6,52.4,38.0
1727,21.6,54.7,37.0
1728,21.1,53.5,37.0
1729,20.7,53.9,36.0
1730,22.4,57.6,37.4
1731,21.6,53.6,37.3
1732,21.1,52.9,36.8
1733,21.5,51.8,40.3
1734,21.7,53.8,38.6
1735,20.8,52.5,39.6
1736,21.6,53.1,37.8
1737,21.1,53.1,38.0
1738,21.6,51.8,39.2
1739,21.6,50.9,36.5
1740,21.6,51.6,37.0
1741,20.9,52.8,37.5
1742,20.7,53.5,36.9
1743,21.3,54.3,37.9
1744,21.7,53.5,38.4
1745,21.4,52.7,36.7
1746,21.9,53.4,39.3
1747,21.4,53.0,38.8
1748,21.3,51.2,40.8
1749,21.5,53.8,35.1
1750,21.6,50.0,36.2
1751,20.8,53.4,36.9
1752,21.3,51.7,36.4
1753,21.3,49.6,39.2
1754,20.7,54.3,38.3
1755,21.8,54.8,37.2
1756,21.8,54.1,38.2
1757,21.0,51.6,38.4
1758,21.9,51.5,38.7
1759,21.0,54.0,37.9
1760,20.9,52.1,39.3
1761,22.2,54.7,39.5
1762,22.2,53.4,38.5
1763,21.1,55.1,36.3
1764,21.3,54.2,38.9
1765,22.0,52.9,38.5
1766,20.8,54.8,37.1
1767,21.1,52.6,37.3
1768,21.2,54.4,38.9
1769,20.9,57.3,39.5
1770,22.2,52.4,37.4
1771,21.5,52.1,37.0
1772,19.9,52.3,37.8
1773,21.8,55.8,38.5
1774,21.8,51.8,40.9
1775,21.7,54.6,38.7
1776,21.5,52.3,35.6
1777,21.0,51.4,40.2
1778,21.7,51.2,37.5
1779,20.5,51.8,37.7
1780,20.7,52.9,38.4
1781,21.9,51.8,39.1
1782,22.1,51.8,36.7
1783,20.7,55.9,37.4
1784,21.2,53.2,37.2
1785,21.2,52.1,39.0
1786,20.6,51.1,38.8
1787,21.3,53.9,39.6
1788,21.9,52.7,36.2
1789,21.6,53.1,37.8
1790,21.6,52.3,39.1
1791,20.5,51.2,39.9
1792,20.6,52.2,38.3
1793,20.2,52.7,39.0
1794,22.2,52.6,38.8
1795,22.4,52.3,38.2
1796,20.5,53.7,38.7
1797,21.6,52.6,38.2
1798,21.2,55.7,37.0
1799,20.7,54.3,37.7
1800,20.6,52.1,39.9
1801,22.4,51.7,37.6
1802,21.9,53.1,36.5
1803,21.3,53.4,40.4
1804,21.9,52.2,38.2
1805,20.9,55.1,37.9
1806,20.5,53.0,39.6
1807,19.9,53.1,36.1
1808,21.0,51.9,38.0
1809,21.3,54.3,39.7
1810,21.2,53.9,38.2
1811,20.9,55.4,38.4
1812,20.7,51.9,35.9
1813,21.8,52.4,38.2
1814,21.5,52.5,36.2
1815,20.8,52.2,39.2
1816,20.6,53.8,36.9
1817,22.1,52.3,40.0
1818,21.4,52.8,36.5
1819,20.7,53.9,38.2
1820,20.5,54.7,38.7
1821,21.7,54.7,38.4
1822,21.0,51.5,38.4
1823,21.1,52.8,38.3
1824,21.3,51.9,39.8
1825,20.6,53.4,36.5
1826,22.1,52.1,39.7
1827,20.6,54.3,39.4
1828,21.2,52.5,39.6
1829,21.5,54.2,38.0
1830,21.9,51.4,38.9
1831,21.6,51.1,39.7
1832,20.7,53.4,39.2
1833,20.7,50.7,35.9
1834,21.1,50.8,39.4
1835,21.8,53.6,37.4
1836,21.1,52.5,37.9
1837,21.6,53.9,39.4
1838,20.4,52.7,36.9
1839,20.6,55.0,36.4
1840,22.9,53.3,37.7
1841,21.5,56.2,37.3
1842,21.3,50.6,37.0
1843,21.3,52.1,38.0
1844,21.2,52.8,37.7
1845,21.1,53.1,36.9
1846,20.9,53.4,38.4
1847,21.8,52.2,37.5
1848,20.8,53.5,40.5
1849,20.5,53.1,36.9
1850,21.7,53.2,37.9
1851,22.3,53.6,38.4
1852,20.5,52.9,39.0
1853,21.3,53.3,39.1
1854,21.0,50.5,37.7
1855,22.0,50.8,37.0
1856,21.5,54.5,38.6
1857,21.8,52.5,39.4
1858,21.8,51.5,38.1
1859,21.7,53.1,37.8
1860,21.4,53.5,37.7
1861,21.2,53.8,38.4
1862,22.6,51.4,37.4
1863,20.8,53.6,37.1
1864,21.2,53.3,36.9
1865,22.5,53.5,39.7
1866,21.1,53.8,36.7
1867,21.3,52.6,36.7
1868,22.4,51.2,38.8
1869,20.2,52.9,36.2
1870,20.1,51.1,37.2
1871,21.2,50.6,37.1
1872,20.1,53.4,40.1
1873,20.7,54.9,38.2
1874,22.0,53.5,38.7
1875,20.6,54.8,37.0
1876,20.9,53.0,38.1
1877,21.8,52.7,38.1
1878,20.3,52.6,37.5
1879,21.1,50.5,37.2
1880,22.0,51.2,40.3
1881,22.1,53.4,35.7
1882,22.6,55.2,38.0
1883,21.2,54.5,37.8
1884,21.5,56.6,38.5
1885,21.4,53.0,37.6
1886,21.5,52.3,38.4
1887,20.9,52.8,38.7
1888,20.7,51.9,37.4
1889,21.2,56.8,36.4
1890,20.7,52.5,37.2
1891,21.2,50.8,40.2
1892,22.6,54.4,41.8
1893,20.8,50.5,39.1
1894,21.2,53.6,39.2
1895,20.8,52.6,37.8
1896,20.9,54.6,38.4
1897,20.3,52.9,36.6
1898,21.2,54.6,37.0
1899,21.1,50.7,37.4
1900,21.4,54.3,36.9
1901,20.5,53.3,40.0
1902,21.3,51.0,34.5
1903,21.6,53.2,37.3
1904,20.7,53.9,39.5
1905,21.6,50.7,41.1
1906,20.9,53.5,37.8
1907,21.1,50.8,36.9
1908,21.9,54.7,40.1
1909,21.4,49.1,37.1
1910,20.8,51.7,39.7
1911,21.2,50.4,38.6
1912,20.8,51.8,38.7
1913,22.3,53.7,35.0
1914,21.6,54.2,39.4
1915,20.9,51.4,37.4
1916,20.2,51.9,36.1
1917,22.0,51.1,39.2
1918,21.9,54.1,39.8
1919,20.9,54.8,39.7
1920,21.1,54.5,36.3
1921,20.9,54.2,38.7
1922,22.2,53.9,37.7
1923,21.1,52.5,37.0
1924,20.7,52.6,36.9
1925,21.4,54.3,38.1
1926,21.4,54.6,39.2
