timestamp_s,latency_ms,fps
1360,36.9,27.1
1361,37.3,26.8
1362,37.4,26.7
1363,37.5,26.7
1364,36.8,27.1
1365,37.2,26.8
1366,36.8,27.2
1367,37.9,26.4
1368,37.9,26.4
1369,37.4,26.7
1370,37.2,26.9
1371,37.5,26.7
1372,36.8,27.2
1373,37.6,26.6
1374,37.0,27.0
1375,37.4,26.7
1376,37.6,26.6
1377,36.8,27.1
1378,37.2,26.9
1379,37.0,27.0
1380,37.4,26.8
1381,37.0,27.0
1382,36.9,27.1
1383,37.4,26.8
1384,37.2,26.9
1385,37.1,27.0
1386,37.1,26.9
1387,37.3,26.8
1388,37.7,26.5
1389,37.7,26.5
1390,37.4,26.8
1391,37.4,26.7
1392,37.3,26.8
1393,37.7,26.5
1394,37.6,26.6
1395,37.2,26.9
1396,38.2,26.2
1397,37.2,26.9
1398,36.2,27.6
1399,37.8,26.5
1400,37.8,26.5
1401,37.2,26.9
1402,36.8,27.2
1403,37.3,26.8
1404,37.8,26.5
1405,37.3,26.8
1406,37.4,26.8
1407,37.6,26.6
1408,37.1,26.9
1409,37.1,26.9
1410,37.0,27.0
1411,37.9,26.4
1412,36.8,27.2
1413,37.6,26.6
1414,36.9,27.1
1415,37.1,27.0
1416,36.8,27.1
1417,37.6,26.6
1418,37.6,26.6
1419,37.4,26.8
1420,37.8,26.4
1421,37.8,26.5
1422,37.5,26.6
1423,37.8,26.5
1424,37.3,26.8
1425,37.1,26.9
1426,37.3,26.8
1427,37.8,26.5
1428,37.5,26.7
1429,37.5,26.7
1430,37.6,26.6
1431,37.6,26.6
1432,37.1,27.0
1433,37.2,26.9
1434,37.2,26.9
1435,37.7,26.5
1436,37.7,26.5
1437,37.3,26.8
1438,37.4,26.7
1439,37.0,27.1
1440,37.3,26.8
1441,36.6,27.3
1442,37.5,26.7
1443,37.3,26.8
1444,37.4,26.7
1445,37.7,26.6
1446,37.4,26.7
1447,37.6,26.6
1448,37.4,26.7
1449,37.8,26.4
1450,36.9,27.1
1451,37.6,26.6
1452,37.1,26.9
1453,37.1,26.9
1454,37.4,26.7
1455,36.8,27.2
1456,37.4,26.7
1457,37.7,26.5
1458,37.7,26.6
1459,36.8,27.2
1460,37.5,26.7
1461,36.9,27.1
1462,37.4,26.7
1463,38.1,26.2
1464,37.1,27.0
1465,37.2,26.9
1466,37.2,26.9
1467,37.5,26.7
1468,37.7,26.6
1469,37.5,26.7
1470,38.4,26.0
1471,36.9,27.1
1472,36.9,27.1
1473,37.7,26.5
1474,37.6,26.6
1475,37.4,26.7
1476,37.3,26.8
1477,37.2,26.9
1478,37.5,26.7
1479,37.6,26.6
1480,37.3,26.8
1481,37.8,26.5
1482,37.7,26.5
1483,38.0,26.3
1484,37.2,26.9
1485,36.8,27.1
1486,38.3,26.1
1487,37.4,26.7
1488,37.8,26.5
1489,37.5,26.6
1490,37.6,26.6
1491,37.6,26.6
1492,37.9,26.4
1493,37.8,26.5
1494,37.6,26.6
1495,37.8,26.5
1496,37.3,26.8
1497,38.0,26.3
1498,37.3,26.8
1499,36.8,27.2
1500,37.7,26.5
1501,36.5,27.4
1502,38.4,26.1
1503,37.6,26.6
1504,37.3,26.8
1505,37.7,26.5
1506,37.5,26.7
1507,37.3,26.8
1508,37.8,26.5
1509,37.3,26.8
1510,37.0,27.0
1511,37.3,26.8
1512,36.6,27.3
1513,37.4,26.7
1514,37.7,26.5
1515,37.5,26.7
1516,37.9,26.4
1517,36.9,27.1
1518,36.3,27.5
1519,37.6,26.6
1520,37.3,26.8
1521,37.1,26.9
1522,36.7,27.3
1523,36.9,27.1
1524,37.4,26.8
1525,37.5,26.6
1526,37.6,26.6
1527,37.2,26.9
1528,36.5,27.4
1529,37.3,26.8
1530,37.5,26.7
1531,37.2,26.9
1532,38.3,26.1
1533,37.8,26.5
1534,37.1,27.0
1535,37.6,26.6
1536,37.5,26.7
1537,37.0,27.0
1538,37.2,26.8
1539,37.5,26.7
1540,37.8,26.5
1541,37.5,26.6
1542,37.1,26.9
1543,37.6,26.6
1544,37.4,26.7
1545,37.6,26.6
1546,37.2,26.9
1547,37.2,26.8
1548,36.8,27.1
1549,37.0,27.1
1550,37.2,26.9
1551,38.3,26.1
1552,37.5,26.7
1553,37.4,26.7
1554,37.7,26.5
1555,37.5,26.7
1556,37.2,26.9
1557,37.8,26.4
1558,37.7,26.5
1559,38.2,26.2
1560,37.1,26.9
1561,37.8,26.5
1562,37.5,26.7
1563,36.8,27.2
1564,37.2,26.9
1565,37.1,27.0
1566,37.5,26.7
1567,37.5,26.7
1568,37.0,27.1
1569,37.5,26.6
1570,36.9,27.1
1571,38.1,26.2
1572,36.8,27.2
1573,36.6,27.3
1574,36.3,27.6
1575,37.4,26.7
1576,37.9,26.4
1577,38.2,26.2
1578,37.6,26.6
1579,37.4,26.7
1580,36.5,27.4
1581,37.3,26.8
1582,38.0,26.3
1583,37.1,26.9
1584,38.0,26.3
1585,37.2,26.9
1586,37.2,26.9
1587,37.8,26.5
1588,37.6,26.6
1589,38.1,26.2
1590,37.8,26.5
1591,37.4,26.7
1592,37.4,26.8
1593,37.0,27.0
1594,37.7,26.5
1595,37.5,26.7
1596,37.7,26.5
1597,37.4,26.8
1598,37.8,26.5
1599,37.8,26.5
1600,38.0,26.3
1601,37.5,26.7
1602,37.9,26.4
1603,37.5,26.6
1604,38.1,26.3
1605,37.2,26.9
1606,37.5,26.6
1607,37.1,27.0
1608,37.6,26.6
1609,37.0,27.1
1610,36.9,27.1
1611,37.4,26.8
1612,37.2,26.9
1613,36.8,27.2
1614,37.3,26.8
1615,37.0,27.0
1616,36.8,27.1
1617,38.1,26.3
1618,36.9,27.1
1619,36.9,27.1
1620,37.7,26.5
1621,37.4,26.7
1622,37.6,26.6
1623,38.1,26.2
1624,37.0,27.0
1625,37.2,26.9
1626,37.1,27.0
1627,37.3,26.8
1628,37.4,26.7
1629,37.4,26.7
1630,37.7,26.5
1631,37.6,26.6
1632,37.3,26.8
1633,37.6,26.6
1634,37.7,26.5
1635,36.8,27.2
1636,37.6,26.6
1637,38.1,26.3
1638,37.9,26.4
1639,37.1,27.0
1640,36.8,27.1
1641,37.7,26.6
1642,36.8,27.2
1643,37.6,26.6
1644,37.0,27.1
1645,37.2,26.9
1646,36.9,27.1
1647,37.1,27.0
1648,36.8,27.2
1649,36.5,27.4
1650,36.7,27.2
1651,37.8,26.4
1652,37.2,26.9
1653,37.2,26.9
1654,37.7,26.5
1655,37.2,26.9
1656,37.7,26.5
1657,37.2,26.9
1658,37.8,26.5
1659,37.4,26.7
1660,37.4,26.8
1661,36.8,27.2
1662,36.5,27.4
1663,37.5,26.6
1664,37.6,26.6
1665,37.6,26.6
1666,37.4,26.8
1667,37.0,27.0
1668,38.1,26.3
1669,37.2,26.9
1670,37.5,26.6
1671,37.4,26.8
1672,36.9,27.1
1673,37.7,26.5
1674,37.4,26.7
1675,37.4,26.7
1676,37.8,26.5
1677,37.2,26.9
1678,37.2,26.9
1679,37.2,26.9
1680,37.9,26.4
1681,36.8,27.1
1682,38.1,26.2
1683,37.4,26.8
1684,37.3,26.8
1685,37.8,26.5
1686,37.4,26.7
1687,38.1,26.2
1688,37.9,26.4
1689,37.0,27.0
1690,37.6,26.6
1691,37.8,26.5
1692,37.0,27.0
1693,37.5,26.6
1694,37.7,26.5
1695,37.5,26.6
1696,37.4,26.7
1697,37.0,27.0
1698,36.8,27.1
1699,36.9,27.1
1700,37.0,27.0
1701,37.1,26.9
1702,37.5,26.7
1703,37.7,26.5
1704,37.4,26.8
1705,37.6,26.6
1706,37.6,26.6
1707,37.5,26.7
1708,36.7,27.2
1709,37.4,26.7
1710,37.9,26.4
1711,37.4,26.7
1712,37.2,26.9
1713,36.9,27.1
1714,37.5,26.7
1715,37.2,26.9
1716,37.6,26.6
1717,37.0,27.1
1718,38.1,26.2
1719,37.1,27.0
1720,37.7,26.5
1721,37.5,26.7
1722,37.9,26.4
1723,37.3,26.8
1724,37.3,26.8
1725,37.1,27.0
1726,37.4,26.8
1727,36.3,27.6
1728,38.2,26.2
1729,37.2,26.9
1730,37.4,26.7
1731,37.9,26.4
1732,37.8,26.4
1733,37.3,26.8
1734,36.7,27.2
1735,37.7,26.5
1736,37.5,26.7
1737,36.9,27.1
1738,37.5,26.7
1739,38.2,26.2
1740,37.5,26.7
1741,37.6,26.6
1742,36.9,27.1
1743,37.1,27.0
1744,37.3,26.8
1745,37.2,26.9
1746,37.8,26.4
1747,37.6,26.6
1748,36.8,27.2
1749,37.1,27.0
1750,37.0,27.0
1751,37.9,26.4
1752,37.9,26.4
1753,36.9,27.1
1754,37.5,26.6
1755,36.9,27.1
1756,37.4,26.7
1757,37.7,26.6
1758,36.5,27.4
1759,38.1,26.3
1760,37.2,26.9
1761,37.6,26.6
1762,37.4,26.8
1763,37.7,26.5
1764,37.7,26.5
1765,37.9,26.4
1766,37.5,26.7
1767,38.1,26.3
1768,38.1,26.3
1769,37.5,26.7
1770,37.5,26.7
1771,37.8,26.4
1772,38.0,26.3
1773,37.7,26.5
1774,37.3,26.8
1775,37.6,26.6
1776,37.7,26.5
1777,37.9,26.4
1778,37.5,26.7
1779,37.9,26.4
1780,37.9,26.4
1781,38.3,26.1
1782,37.4,26.8
1783,37.8,26.5
1784,36.2,27.6
1785,37.3,26.8
1786,36.7,27.3
1787,36.3,27.6
1788,37.8,26.4
1789,37.6,26.6
1790,37.6,26.6
1791,37.1,27.0
1792,37.8,26.5
1793,37.5,26.6
1794,37.7,26.5
1795,37.6,26.6
1796,37.5,26.7
1797,37.2,26.9
1798,37.6,26.6
1799,36.6,27.3
1800,37.2,26.9
1801,37.4,26.7
1802,37.0,27.0
1803,37.0,27.0
1804,37.5,26.7
1805,37.4,26.8
1806,38.1,26.3
1807,37.4,26.8
1808,37.8,26.4
1809,37.4,26.7
1810,37.9,26.4
1811,37.5,26.6
1812,37.3,26.8
1813,37.6,26.6
1814,37.5,26.7
1815,37.8,26.5
1816,37.7,26.6
1817,37.2,26.9
1818,37.2,26.9
1819,37.7,26.5
1820,37.9,26.4
1821,37.8,26.4
1822,37.5,26.7
1823,37.3,26.8
1824,37.5,26.7
1825,37.6,26.6
1826,36.9,27.1
1827,37.5,26.6
1828,37.1,27.0
1829,37.8,26.5
1830,37.4,26.7
1831,37.4,26.7
1832,37.5,26.7
1833,37.7,26.5
1834,37.6,26.6
1835,37.8,26.5
1836,37.8,26.4
1837,37.4,26.8
1838,37.1,27.0
1839,37.3,26.8
1840,37.1,26.9
1841,37.2,26.9
1842,37.6,26.6
1843,36.5,27.4
1844,37.8,26.5
1845,37.3,26.8
1846,37.5,26.6
1847,37.8,26.4
1848,36.9,27.1
1849,37.8,26.5
1850,37.1,27.0
1851,37.7,26.5
1852,36.7,27.3
1853,37.6,26.6
1854,37.5,26.7
1855,37.3,26.8
1856,37.2,26.9
1857,37.2,26.9
1858,36.8,27.1
1859,36.8,27.2
1860,37.7,26.6
1861,37.5,26.7
1862,37.6,26.6
1863,37.6,26.6
1864,37.6,26.6
1865,37.5,26.7
1866,37.2,26.8
1867,37.9,26.4
1868,37.4,26.8
1869,37.7,26.5
1870,37.5,26.7
1871,37.2,26.9
1872,38.0,26.3
1873,37.5,26.7
1874,37.7,26.5
1875,36.2,27.6
1876,37.8,26.5
1877,37.2,26.9
1878,37.6,26.6
1879,36.9,27.1
1880,38.0,26.3
1881,38.0,26.3
1882,37.3,26.8
1883,36.9,27.1
1884,37.4,26.7
1885,37.3,26.8
1886,37.2,26.9
1887,37.4,26.8
1888,37.3,26.8
1889,37.2,26.9
1890,36.5,27.4
1891,37.7,26.6
1892,37.7,26.6
1893,37.9,26.4
1894,37.7,26.5
1895,37.8,26.5
1896,37.6,26.6
1897,37.1,27.0
1898,36.5,27.4
1899,37.5,26.7
1900,36.8,27.2
1901,38.0,26.3
1902,37.5,26.7
1903,36.8,27.2
1904,37.5,26.7
1905,37.3,26.8
1906,38.0,26.3
1907,37.1,27.0
1908,37.4,26.8
1909,37.7,26.5
1910,36.9,27.1
1911,36.8,27.1
1912,37.9,26.4
1913,37.6,26.6
1914,37.9,26.4
1915,37.8,26.4
1916,37.4,26.7
1917,37.0,27.0
1918,37.2,26.9
1919,37.6,26.6
1920,37.2,26.9
1921,37.5,26.6
1922,37.4,26.8
1923,37.8,26.5
1924,36.9,27.1
1925,38.0,26.3
1926,36.8,27.2
1927,36.9,27.1
1928,37.3,26.8
1929,37.1,27.0
1930,36.6,27.3
1931,37.3,26.8
1932,37.1,26.9
1933,37.4,26.8
1934,37.3,26.8
1935,37.1,27.0
1936,37.0,27.0
1937,38.1,26.2
1938,38.3,26.1
1939,38.1,26.3
1940,38.0,26.3
1941,37.7,26.6
1942,37.0,27.0
1943,37.5,26.7
1944,37.1,27.0
1945,37.5,26.7
1946,37.9,26.4
1947,37.4,26.7
1948,37.2,26.9
1949,37.0,27.0
1950,36.7,27.2
1951,37.2,26.9
1952,37.5,26.6
1953,37.6,26.6
1954,37.6,26.6
1955,37.0,27.0
1956,37.0,27.0
1957,37.9,26.4
1958,37.6,26.6
1959,37.7,26.5
1960,37.7,26.5
1961,37.4,26.7
1962,37.6,26.6
1963,37.1,27.0
1964,37.1,26.9
1965,37.3,26.8
1966,38.1,26.3
1967,37.7,26.5
1968,36.8,27.2
1969,37.1,26.9
1970,37.6,26.6
1971,37.9,26.4
1972,37.9,26.4
1973,37.6,26.6
1974,37.2,26.9
1975,37.7,26.6
1976,36.8,27.2
1977,36.7,27.2
1978,37.5,26.6
1979,37.6,26.6
1980,37.6,26.6
1981,37.8,26.5
1982,38.0,26.3
1983,37.3,26.8
1984,37.2,26.9
1985,37.0,27.0
1986,36.8,27.1
1987,38.0,26.3
1988,37.3,26.8
1989,37.4,26.7
1990,37.2,26.9
1991,37.8,26.4
1992,37.1,27.0
1993,37.2,26.9
1994,37.6,26.6
1995,37.8,26.5
1996,37.0,27.0
1997,37.1,27.0
1998,37.3,26.8
1999,38.0,26.3
2000,37.5,26.6
2001,37.8,26.5
2002,37.6,26.6
2003,37.3,26.8
2004,37.6,26.6
2005,38.5,26.0
2006,38.0,26.3
2007,37.5,26.7
2008,38.3,26.1
2009,36.7,27.2
2010,37.3,26.8
2011,38.3,26.1
2012,37.1,27.0
2013,37.7,26.5
2014,37.6,26.6
2015,37.9,26.4
2016,37.3,26.8
2017,37.0,27.0
2018,37.9,26.4
2019,37.3,26.8
2020,36.9,27.1
2021,37.3,26.8
2022,37.6,26.6
2023,37.7,26.5
2024,36.8,27.2
2025,37.0,27.0
2026,37.4,26.7
2027,37.4,26.8
2028,37.4,26.7
2029,37.3,26.8
2030,37.4,26.8
2031,37.4,26.7
2032,38.0,26.3
2033,36.1,27.7
2034,36.9,27.1
2035,36.5,27.4
2036,37.2,26.9
2037,37.0,27.0
2038,37.3,26.8
2039,36.9,27.1
2040,37.9,26.4
2041,37.3,26.8
2042,37.3,26.8
2043,37.0,27.1
2044,37.5,26.6
2045,37.9,26.4
2046,37.1,26.9
2047,37.6,26.6
2048,36.8,27.1
2049,36.7,27.3
2050,37.5,26.7
2051,38.0,26.3
2052,37.5,26.6
2053,37.3,26.8
2054,37.1,27.0
2055,37.2,26.9
2056,37.7,26.5
2057,37.0,27.0
2058,37.8,26.5
2059,36.9,27.1
2060,37.0,27.0
2061,37.8,26.4
2062,37.4,26.7
2063,37.3,26.8
2064,37.9,26.4
2065,37.2,26.9
2066,37.4,26.8
2067,37.5,26.6
2068,37.4,26.7
2069,37.6,26.6
2070,38.6,25.9
2071,37.7,26.6
2072,37.4,26.7
2073,37.2,26.9
2074,37.9,26.4
2075,37.5,26.7
2076,37.1,27.0
2077,37.5,26.6
2078,37.2,26.9
2079,37.3,26.8
2080,37.1,26.9
2081,38.2,26.2
2082,37.0,27.0
2083,37.2,26.8
2084,38.1,26.3
2085,37.9,26.4
2086,36.9,27.1
2087,36.9,27.1
2088,36.8,27.2
2089,36.9,27.1
2090,38.0,26.3
2091,37.4,26.7
2092,37.5,26.7
2093,37.2,26.9
2094,37.7,26.6
2095,38.0,26.3
2096,37.3,26.8
2097,37.6,26.6
2098,37.7,26.5
2099,36.6,27.3
2100,37.7,26.5
2101,38.1,26.3
2102,36.7,27.3
2103,36.8,27.2
2104,37.5,26.6
2105,37.5,26.7
2106,37.1,27.0
2107,36.7,27.2
2108,36.9,27.1
2109,37.4,26.7
2110,37.6,26.6
2111,37.1,27.0
2112,37.5,26.6
2113,37.0,27.0
2114,38.7,25.8
2115,37.5,26.6
2116,37.2,26.9
2117,37.1,26.9
2118,37.4,26.7
2119,37.5,26.6
2120,37.2,26.9
2121,37.3,26.8
2122,37.6,26.6
2123,37.6,26.6
2124,37.4,26.8
2125,37.3,26.8
2126,36.9,27.1
2127,37.4,26.7
2128,38.0,26.3
2129,36.8,27.2
2130,37.8,26.5
2131,37.0,27.0
2132,36.9,27.1
2133,37.3,26.8
2134,37.2,26.9
2135,37.4,26.7
2136,36.9,27.1
2137,37.8,26.5
2138,37.5,26.7
2139,36.9,27.1
2140,37.4,26.7
2141,37.3,26.8
2142,37.8,26.4
2143,37.5,26.7
2144,37.6,26.6
2145,37.8,26.4
2146,36.5,27.4
2147,37.5,26.7
2148,37.1,26.9
2149,37.2,26.9
2150,37.2,26.9
2151,37.8,26.4
2152,37.6,26.6
2153,37.0,27.0
2154,37.3,26.8
2155,36.5,27.4
2156,37.5,26.7
2157,37.3,26.8
2158,37.4,26.7
2159,37.6,26.6
2160,37.8,26.4
2161,37.9,26.4
2162,37.4,26.7
2163,37.8,26.5
2164,37.0,27.0
2165,37.4,26.7
2166,37.2,26.9
2167,38.0,26.3
2168,37.1,27.0
2169,37.6,26.6
2170,37.4,26.8
2171,38.4,26.1
2172,37.5,26.7
2173,38.1,26.3
2174,37.1,26.9
2175,37.8,26.5
2176,37.3,26.8
2177,37.5,26.7
2178,37.1,27.0
2179,37.7,26.6
2180,36.6,27.3
2181,37.1,26.9
2182,37.4,26.7
2183,36.7,27.2
2184,38.2,26.2
2185,37.1,26.9
2186,37.3,26.8
2187,37.2,26.9
2188,37.7,26.5
2189,37.8,26.4
2190,37.6,26.6
2191,37.3,26.8
2192,37.2,26.9
2193,37.3,26.8
2194,37.1,26.9
2195,38.0,26.3
2196,37.5,26.7
2197,37.2,26.9
2198,36.9,27.1
2199,36.8,27.2
2200,37.1,27.0
2201,37.8,26.4
2202,37.4,26.7
2203,37.5,26.7
2204,37.2,26.9
2205,37.3,26.8
2206,37.7,26.5
2207,37.4,26.7
2208,37.1,27.0
2209,36.5,27.4
2210,36.7,27.3
2211,37.6,26.6
2212,37.4,26.8
2213,37.3,26.8
2214,37.7,26.5
2215,37.4,26.8
2216,37.9,26.4
2217,37.4,26.7
2218,37.3,26.8
2219,36.5,27.4
2220,37.5,26.7
2221,37.1,27.0
2222,37.0,27.0
2223,37.3,26.8
2224,37.5,26.6
2225,37.5,26.7
2226,37.4,26.7
2227,37.0,27.0
2228,37.0,27.0
2229,37.3,26.8
2230,37.8,26.4
2231,36.9,27.1
2232,37.0,27.0
2233,37.2,26.9
2234,38.1,26.2
2235,36.7,27.3
2236,37.1,26.9
2237,37.2,26.9
2238,38.0,26.3
2239,37.4,26.7
2240,37.7,26.5
2241,36.9,27.1
2242,37.1,27.0
2243,37.3,26.8
2244,37.2,26.9
2245,37.7,26.5
2246,37.2,26.9
2247,37.7,26.5
2248,37.6,26.6
2249,37.1,26.9
2250,37.0,27.0
2251,37.5,26.7
2252,37.2,26.9
2253,37.6,26.6
2254,37.4,26.7
2255,36.4,27.5
2256,38.0,26.3
2257,37.7,26.5
2258,37.3,26.8
2259,37.4,26.7
2260,38.1,26.3
2261,37.8,26.5
2262,37.4,26.8
2263,37.3,26.8
2264,37.1,27.0
2265,37.5,26.7
2266,37.4,26.7
2267,36.7,27.2
2268,37.5,26.7
2269,38.3,26.1
2270,37.9,26.4
2271,37.3,26.8
2272,37.4,26.7
2273,37.1,26.9
2274,37.9,26.4
2275,36.9,27.1
2276,37.8,26.5
2277,37.2,26.9
2278,37.1,26.9
2279,37.3,26.8
2280,37.1,27.0
2281,37.4,26.7
2282,36.8,27.2
2283,37.8,26.5
2284,37.5,26.7
2285,37.3,26.8
2286,37.2,26.9
2287,36.2,27.6
2288,37.7,26.5
2289,38.2,26.2
2290,38.0,26.3
2291,37.6,26.6
2292,37.5,26.6
2293,37.3,26.8
2294,36.7,27.3
2295,37.7,26.5
2296,37.3,26.8
2297,36.8,27.2
2298,37.5,26.7
2299,37.5,26.7
2300,38.1,26.2
2301,37.0,27.0
2302,38.2,26.2
2303,36.4,27.5
2304,37.5,26.7
2305,37.3,26.8
2306,37.8,26.4
2307,38.3,26.1
2308,37.0,27.0
2309,37.7,26.5
2310,37.5,26.7
2311,37.8,26.5
2312,37.6,26.6
2313,37.9,26.4
2314,37.5,26.6
2315,37.2,26.9
2316,36.7,27.3
2317,37.7,26.5
2318,37.1,27.0
2319,37.3,26.8
2320,37.3,26.8
2321,37.4,26.7
2322,37.2,26.9
2323,36.7,27.2
2324,37.5,26.6
2325,37.4,26.8
2326,36.9,27.1
2327,37.4,26.7
2328,37.4,26.7
2329,37.8,26.5
2330,37.6,26.6
2331,37.1,27.0
2332,37.1,26.9
2333,37.0,27.0
2334,38.0,26.3
2335,37.4,26.8
2336,36.9,27.1
2337,37.1,27.0
2338,37.1,26.9
2339,37.3,26.8
2340,37.3,26.8
2341,36.7,27.2
2342,37.4,26.8
2343,37.5,26.7
2344,37.6,26.6
2345,37.8,26.4
2346,37.5,26.6
2347,37.6,26.6
2348,37.6,26.6
2349,37.7,26.5
2350,37.7,26.5
2351,36.4,27.4
2352,36.9,27.1
2353,37.7,26.5
2354,37.2,26.9
2355,37.0,27.0
2356,37.1,26.9
2357,36.8,27.1
2358,36.8,27.1
2359,37.1,27.0
2360,37.7,26.5
2361,36.7,27.2
2362,37.1,27.0
2363,37.9,26.4
2364,37.9,26.4
2365,37.2,26.9
2366,37.6,26.6
2367,37.9,26.4
2368,37.4,26.8
2369,37.7,26.5
2370,37.2,26.9
2371,36.9,27.1
2372,36.4,27.5
2373,37.4,26.7
2374,37.5,26.6
2375,37.4,26.7
2376,38.3,26.1
2377,37.3,26.8
2378,36.7,27.3
2379,37.2,26.9
2380,37.8,26.4
2381,36.8,27.2
2382,37.4,26.7
2383,37.4,26.7
2384,37.2,26.9
2385,37.5,26.7
2386,37.8,26.5
2387,37.3,26.8
2388,37.4,26.7
2389,37.3,26.8
2390,37.5,26.6
2391,38.0,26.3
2392,37.5,26.6
2393,36.9,27.1
2394,37.3,26.8
2395,37.4,26.8
2396,37.3,26.8
2397,38.0,26.3
2398,37.2,26.9
2399,36.8,27.2
2400,37.9,26.4
2401,37.0,27.0
2402,37.8,26.4
2403,37.8,26.4
2404,37.5,26.7
2405,37.4,26.8
2406,37.2,26.9
2407,37.5,26.7
2408,37.1,26.9
2409,37.2,26.9
2410,37.4,26.7
2411,37.5,26.7
2412,38.0,26.3
2413,37.0,27.0
2414,38.3,26.1
2415,36.8,27.2
2416,37.3,26.8
2417,37.6,26.6
2418,37.1,27.0
2419,37.4,26.8
2420,37.6,26.6
2421,37.9,26.4
2422,37.9,26.4
2423,38.4,26.1
2424,36.5,27.4
2425,37.1,26.9
2426,37.7,26.5
2427,37.9,26.4
2428,37.6,26.6
2429,36.7,27.2
2430,37.8,26.5
2431,37.2,26.9
2432,37.6,26.6
2433,36.5,27.4
2434,37.6,26.6
2435,37.5,26.6
2436,37.7,26.5
2437,36.8,27.2
2438,37.0,27.0
2439,37.6,26.6
2440,37.9,26.4
2441,37.2,26.9
2442,37.7,26.5
2443,37.5,26.7
2444,37.1,26.9
2445,37.2,26.9
2446,38.0,26.3
2447,36.6,27.3
2448,38.2,26.2
2449,37.6,26.6
2450,37.3,26.8
2451,37.6,26.6
2452,37.2,26.9
2453,37.2,26.9
2454,37.7,26.5
2455,37.4,26.8
2456,37.9,26.4
2457,36.7,27.2
2458,37.6,26.6
2459,37.1,26.9
2460,37.3,26.8
2461,36.7,27.3
2462,37.6,26.6
2463,36.8,27.2
2464,37.5,26.7
2465,36.9,27.1
2466,37.5,26.7
2467,37.1,27.0
2468,36.5,27.4
2469,37.9,26.4
2470,37.6,26.6
2471,38.1,26.2
2472,37.3,26.8
2473,37.6,26.6
2474,36.7,27.3
2475,36.8,27.1
2476,37.6,26.6
2477,37.7,26.6
2478,37.8,26.4
2479,37.7,26.5
2480,37.5,26.6
2481,37.6,26.6
2482,37.6,26.6
2483,37.1,27.0
2484,37.3,26.8
2485,37.0,27.1
2486,37.2,26.8
2487,37.2,26.9
2488,37.2,26.9
2489,36.9,27.1
2490,37.5,26.7
2491,37.7,26.6
2492,37.5,26.7
2493,37.8,26.5
2494,38.1,26.3
2495,37.8,26.5
2496,37.4,26.8
2497,37.2,26.9
2498,37.5,26.7
2499,37.4,26.7
2500,37.7,26.5
2501,37.6,26.6
2502,37.4,26.7
2503,37.7,26.5
2504,37.9,26.4
2505,37.5,26.7
2506,37.6,26.6
2507,37.3,26.8
2508,37.5,26.7
2509,37.0,27.0
2510,37.2,26.9
2511,37.4,26.7
2512,37.8,26.5
2513,37.8,26.4
2514,37.1,26.9
2515,37.0,27.0
2516,37.1,26.9
2517,37.4,26.7
2518,38.0,26.3
2519,38.0,26.3
2520,37.7,26.5
2521,37.3,26.8
2522,37.6,26.6
2523,36.9,27.1
2524,37.8,26.4
2525,37.4,26.7
2526,37.5,26.7
2527,37.6,26.6
2528,37.9,26.4
2529,36.8,27.2
2530,37.4,26.7
2531,37.7,26.5
2532,37.4,26.7
2533,37.4,26.8
2534,37.3,26.8
2535,36.6,27.3
2536,37.5,26.6
2537,38.0,26.3
2538,36.9,27.1
2539,37.1,27.0
2540,37.7,26.5
2541,37.6,26.6
2542,37.9,26.4
2543,37.6,26.6
2544,37.0,27.0
2545,37.8,26.4
2546,38.1,26.3
2547,36.9,27.1
2548,37.6,26.6
2549,37.4,26.8
2550,37.6,26.6
2551,37.5,26.6
2552,36.7,27.3
2553,37.5,26.7
2554,38.0,26.3
2555,37.3,26.8
2556,37.5,26.7
2557,36.6,27.3
2558,37.5,26.7
2559,37.2,26.9
2560,37.5,26.6
2561,37.8,26.4
2562,37.4,26.8
2563,37.5,26.7
2564,37.3,26.8
2565,36.4,27.4
2566,37.6,26.6
2567,37.0,27.1
2568,37.1,27.0
2569,37.0,27.0
2570,37.9,26.4
2571,37.8,26.4
2572,37.2,26.9
2573,38.2,26.2
2574,36.9,27.1
2575,37.6,26.6
2576,36.9,27.1
2577,37.4,26.7
2578,37.1,26.9
2579,37.4,26.8
2580,37.1,27.0
2581,37.2,26.9
2582,37.7,26.6
2583,36.9,27.1
2584,37.4,26.7
2585,37.4,26.8
2586,37.6,26.6
2587,37.3,26.8
2588,37.6,26.6
2589,38.0,26.3
2590,37.5,26.7
2591,37.7,26.5
2592,37.6,26.6
2593,37.3,26.8
2594,37.7,26.5
2595,38.2,26.2
2596,37.0,27.0
2597,37.7,26.5
2598,37.8,26.4
2599,37.6,26.6
2600,36.9,27.1
2601,37.5,26.6
2602,37.4,26.8
2603,37.2,26.9
2604,37.4,26.7
2605,36.9,27.1
2606,37.4,26.8
2607,37.0,27.0
2608,37.7,26.5
2609,37.3,26.8
2610,36.7,27.2
2611,36.5,27.4
2612,37.2,26.9
2613,37.9,26.4
2614,37.3,26.8
2615,37.3,26.8
2616,37.1,27.0
2617,37.5,26.7
2618,37.3,26.8
2619,37.7,26.5
2620,37.8,26.4
2621,37.7,26.5
2622,37.2,26.9
2623,37.3,26.8
2624,36.8,27.1
2625,38.1,26.3
2626,37.5,26.7
2627,36.9,27.1
2628,37.4,26.7
2629,37.6,26.6
2630,37.3,26.8
