timestamp_s,ram_mb,gpu_mem_mb
1869,1823,603
1870,1863,620
1871,1846,605
1872,1846,614
1873,1834,593
1874,1856,603
1875,1876,613
1876,1832,606
1877,1808,600
1878,1868,600
1879,1873,605
1880,1831,622
1881,1834,613
1882,1825,621
1883,1842,618
1884,1875,615
1885,1846,610
1886,1843,608
1887,1855,611
1888,1866,617
1889,1831,620
1890,1864,624
1891,1854,608
1892,1863,604
1893,1857,616
1894,1856,602
1895,1874,608
1896,1860,626
1897,1865,604
1898,1867,625
1899,1872,615
1900,1843,607
1901,1876,617
1902,1828,614
1903,1876,596
1904,1852,621
1905,1850,624
1906,1857,608
1907,1863,604
1908,1842,606
1909,1857,622
1910,1851,605
1911,1840,608
1912,1858,604
1913,1848,610
1914,1848,621
1915,1841,611
1916,1846,600
1917,1834,620
1918,1858,623
1919,1871,616
1920,1896,612
1921,1843,621
1922,1846,616
1923,1849,616
1924,1873,624
1925,1846,592
1926,1840,614
1927,1848,615
1928,1856,611
1929,1859,610
1930,1849,606
1931,1827,608
1932,1822,597
1933,1853,605
1934,1864,616
1935,1850,597
1936,1877,605
1937,1877,606
1938,1834,615
1939,1861,607
1940,1823,618
1941,1834,605
1942,1821,589
1943,1837,606
1944,1841,611
1945,1843,597
1946,1852,618
1947,1876,618
1948,1860,598
1949,1853,604
1950,1834,607
1951,1855,608
1952,1840,622
1953,1841,601
1954,1838,602
1955,1875,612
1956,1828,603
1957,1865,611
1958,1820,619
1959,1840,619
1960,1840,603
1961,1834,614
1962,1843,601
1963,1880,615
1964,1864,626
1965,1839,622
1966,1862,614
1967,1823,614
1968,1840,611
1969,1847,609
1970,1870,620
1971,1844,611
1972,1861,599
1973,1847,611
1974,1829,622
1975,1825,615
1976,1863,615
1977,1818,609
1978,1846,608
1979,1870,610
1980,1859,630
1981,1860,608
1982,1847,620
1983,1842,617
1984,1837,610
1985,1838,621
1986,1851,619
1987,1871,611
1988,1858,629
1989,1870,617
1990,1857,624
1991,1872,612
1992,1867,610
1993,1847,602
1994,1852,617
1995,1857,606
1996,1827,618
1997,1873,606
1998,1855,611
1999,1816,612
2000,1846,612
2001,1844,619
2002,1821,606
2003,1866,613
2004,1878,617
2005,1853,610
2006,1855,620
2007,1874,618
2008,1840,625
2009,1832,613
2010,1818,597
2011,1842,617
2012,1841,621
2013,1857,611
2014,1864,621
2015,1834,600
2016,1842,623
2017,1883,611
2018,1865,614
2019,1842,621
2020,1839,623
2021,1855,620
2022,1850,619
2023,1837,599
2024,1862,616
2025,1847,609
2026,1875,603
2027,1879,614
2028,1861,617
2029,1859,614
2030,1844,604
2031,1861,616
2032,1837,617
2033,1818,615
2034,1844,597
2035,1862,606
2036,1867,620
2037,1835,609
2038,1832,616
2039,1867,618
2040,1839,608
2041,1877,600
2042,1838,613
2043,1884,602
2044,1847,612
2045,1842,615
2046,1857,612
2047,1844,625
2048,1840,605
2049,1851,591
2050,1853,621
2051,1873,617
2052,1851,620
2053,1859,621
2054,1871,601
2055,1850,605
2056,1807,612
2057,1860,609
2058,1862,599
2059,1861,619
2060,1852,610
2061,1826,609
2062,1874,606
2063,1871,618
2064,1823,615
2065,1838,616
2066,1841,614
2067,1850,610
2068,1867,617
2069,1862,602
2070,1873,607
2071,1853,615
2072,1832,624
2073,1844,634
2074,1849,621
2075,1849,612
2076,1878,625
2077,1853,611
2078,1874,612
2079,1854,603
2080,1834,599
2081,1858,607
2082,1853,613
2083,1854,623
2084,1866,613
2085,1831,613
2086,1861,610
2087,1848,602
2088,1827,603
2089,1835,596
2090,1835,612
2091,1848,622
2092,1855,604
2093,1863,616
2094,1876,609
2095,1872,606
2096,1861,611
2097,1842,612
2098,1855,624
2099,1855,606
2100,1877,605
2101,1877,617
2102,1837,624
2103,1849,615
2104,1845,613
2105,1846,612
2106,1856,631
2107,1845,605
2108,1836,597
2109,1806,609
2110,1871,626
2111,1843,607
2112,1860,602
2113,1874,610
2114,1825,626
2115,1827,615
2116,1856,605
2117,1863,613
2118,1853,599
2119,1870,623
2120,1842,623
2121,1885,613
2122,1866,617
2123,1868,599
2124,1819,627
2125,1896,607
2126,1840,623
2127,1853,619
2128,1851,611
2129,1845,612
2130,1826,599
2131,1865,616
2132,1863,605
2133,1859,623
2134,1832,606
2135,1853,604
2136,1857,616
2137,1857,613
2138,1846,613
2139,1853,611
2140,1847,614
2141,1841,629
2142,1824,621
2143,1848,617
2144,1851,608
2145,1860,618
2146,1870,623
2147,1836,622
2148,1868,605
2149,1844,610
2150,1844,597
2151,1833,597
2152,1851,607
2153,1827,601
2154,1864,611
2155,1870,605
2156,1857,612
2157,1844,614
2158,1861,618
2159,1839,613
2160,1857,614
2161,1831,611
2162,1873,622
2163,1871,617
2164,1845,604
2165,1870,602
2166,1881,608
2167,1844,607
2168,1859,615
2169,1857,608
2170,1820,605
2171,1832,602
2172,1835,602
2173,1849,631
2174,1864,611
2175,1848,603
2176,1846,606
2177,1813,614
2178,1837,616
2179,1859,611
2180,1836,628
2181,1843,621
2182,1850,616
2183,1900,605
2184,1838,614
2185,1839,612
2186,1839,625
2187,1845,617
2188,1834,623
2189,1843,609
2190,1840,614
2191,1853,608
2192,1813,619
2193,1853,616
2194,1848,615
2195,1829,612
2196,1840,606
2197,1816,609
2198,1841,609
2199,1872,615
2200,1824,618
2201,1855,614
2202,1851,607
2203,1816,599
2204,1871,625
2205,1831,613
2206,1842,610
2207,1851,619
2208,1843,615
2209,1877,614
2210,1862,622
2211,1853,605
2212,1841,608
2213,1834,616
2214,1838,598
2215,1835,595
2216,1845,607
2217,1862,615
2218,1844,611
2219,1864,603
2220,1853,602
2221,1860,631
2222,1816,622
2223,1868,623
2224,1860,613
2225,1891,593
2226,1863,602
2227,1829,596
2228,1859,627
2229,1803,610
2230,1844,609
2231,1867,615
2232,1832,618
2233,1843,619
2234,1836,611
2235,1836,600
2236,1826,624
2237,1856,618
2238,1845,598
2239,1837,620
2240,1839,619
2241,1844,614
2242,1871,618
2243,1871,621
2244,1839,602
2245,1824,597
2246,1858,616
2247,1874,618
2248,1849,611
2249,1872,600
2250,1837,620
2251,1834,607
2252,1856,617
2253,1869,610
2254,1894,629
2255,1888,615
2256,1835,607
2257,1832,601
2258,1848,616
2259,1891,609
2260,1822,617
2261,1887,607
2262,1859,598
2263,1871,623
2264,1842,594
2265,1872,618
2266,1873,611
2267,1857,616
2268,1803,604
2269,1867,626
2270,1871,605
2271,1857,614
2272,1855,612
2273,1888,610
2274,1898,619
2275,1850,601
2276,1866,605
2277,1824,599
2278,1863,612
2279,1870,597
2280,1847,616
2281,1864,616
2282,1867,616
2283,1863,608
2284,1826,604
2285,1845,613
2286,1820,603
2287,1854,611
2288,1861,610
2289,1852,600
2290,1887,608
2291,1874,616
2292,1857,618
2293,1840,620
2294,1865,602
2295,1866,619
2296,1852,612
2297,1852,623
2298,1842,621
2299,1859,620
2300,1872,616
2301,1883,616
2302,1836,623
2303,1882,628
2304,1865,620
2305,1859,620
2306,1869,603
2307,1850,608
2308,1862,604
2309,1848,605
2310,1862,606
2311,1860,617
2312,1835,602
2313,1854,618
2314,1861,601
2315,1868,611
2316,1818,616
2317,1866,603
2318,1881,606
2319,1806,624
2320,1864,626
2321,1835,619
2322,1876,612
2323,1862,612
2324,1822,609
2325,1848,619
2326,1806,625
2327,1865,618
2328,1846,615
2329,1857,620
2330,1856,611
2331,1854,605
2332,1876,614
2333,1845,600
2334,1864,612
2335,1881,619
2336,1849,614
2337,1877,619
2338,1848,607
2339,1879,593
2340,1847,613
2341,1839,607
2342,1832,614
2343,1844,616
2344,1867,624
2345,1856,620
2346,1852,610
2347,1867,609
2348,1865,620
2349,1832,611
2350,1869,614
2351,1872,606
2352,1855,601
2353,1847,604
2354,1837,613
2355,1838,596
2356,1842,624
2357,1827,598
2358,1841,619
2359,1837,625
2360,1865,604
2361,1844,614
2362,1840,621
2363,1836,598
2364,1841,621
2365,1821,612
2366,1855,625
2367,1810,625
2368,1860,621
2369,1841,616
2370,1852,604
2371,1846,607
2372,1846,627
2373,1826,621
2374,1869,610
2375,1861,596
2376,1872,609
2377,1893,635
2378,1843,619
2379,1889,626
2380,1867,621
2381,1841,621
2382,1832,619
2383,1839,605
2384,1829,613
2385,1845,626
2386,1821,614
2387,1852,601
2388,1832,612
2389,1848,616
2390,1862,611
2391,1833,602
2392,1826,607
2393,1830,618
2394,1829,612
2395,1834,618
2396,1865,610
2397,1855,616
2398,1868,602
2399,1889,613
2400,1853,620
2401,1851,613
2402,1859,614
2403,1852,606
2404,1800,619
2405,1865,611
2406,1845,616
2407,1842,612
2408,1832,614
2409,1874,627
2410,1850,616
2411,1866,620
2412,1847,604
2413,1868,597
2414,1851,605
2415,1850,615
2416,1868,601
2417,1842,611
2418,1850,614
2419,1849,611
2420,1855,629
2421,1866,612
2422,1838,599
2423,1837,616
2424,1828,611
2425,1844,599
2426,1853,605
2427,1839,609
2428,1841,617
2429,1848,618
2430,1863,609
2431,1838,601
2432,1832,621
2433,1834,606
2434,1847,602
2435,1843,608
2436,1858,613
2437,1842,622
2438,1855,613
2439,1843,602
2440,1873,621
2441,1848,604
2442,1836,623
2443,1871,589
2444,1852,621
2445,1874,612
2446,1842,611
2447,1834,609
2448,1845,622
2449,1837,605
2450,1850,615
2451,1827,621
2452,1856,614
2453,1846,607
2454,1868,622
2455,1840,609
2456,1830,610
2457,1855,627
2458,1839,608
2459,1829,611
2460,1887,594
2461,1824,599
2462,1853,608
2463,1867,600
2464,1829,607
2465,1826,602
2466,1873,613
2467,1851,611
2468,1854,613
2469,1818,604
2470,1862,608
2471,1844,600
2472,1830,605
2473,1835,615
2474,1878,611
2475,1887,612
2476,1817,610
2477,1889,597
2478,1825,608
2479,1854,612
2480,1862,612
2481,1861,606
2482,1849,608
2483,1851,621
2484,1877,605
2485,1842,613
2486,1831,618
2487,1833,613
2488,1867,606
2489,1831,612
2490,1864,609
2491,1869,608
2492,1843,589
2493,1854,611
2494,1867,613
2495,1873,613
2496,1892,610
2497,1838,613
2498,1838,600
2499,1876,616
2500,1863,608
2501,1861,615
2502,1890,620
2503,1853,601
2504,1862,607
2505,1862,602
2506,1846,622
2507,1846,613
2508,1845,613
2509,1863,610
2510,1873,623
2511,1874,613
2512,1817,594
2513,1850,621
2514,1866,632
2515,1861,609
2516,1828,611
2517,1800,611
2518,1879,628
2519,1839,627
2520,1842,617
2521,1815,618
2522,1865,608
2523,1841,600
2524,1858,608
2525,1844,609
2526,1822,614
2527,1873,612
2528,1868,603
2529,1857,615
2530,1839,626
2531,1875,625
2532,1847,607
2533,1845,611
2534,1870,618
2535,1854,607
2536,1864,620
2537,1836,601
2538,1841,614
2539,1871,605
2540,1841,617
2541,1849,618
2542,1857,608
2543,1844,611
2544,1848,604
2545,1848,607
2546,1866,612
2547,1872,600
2548,1812,622
2549,1859,612
2550,1863,616
2551,1842,630
2552,1818,611
2553,1851,613
2554,1822,603
2555,1842,622
2556,1883,602
2557,1849,602
2558,1876,609
2559,1850,603
2560,1885,618
2561,1868,613
2562,1851,616
2563,1850,609
2564,1851,612
2565,1867,615
2566,1873,613
2567,1871,609
2568,1846,603
2569,1835,608
2570,1846,614
2571,1847,616
2572,1836,616
2573,1865,612
2574,1848,611
2575,1868,615
2576,1859,600
2577,1854,606
2578,1851,602
2579,1838,608
2580,1821,613
2581,1854,614
2582,1829,615
2583,1859,614
2584,1867,623
2585,1856,611
2586,1807,614
2587,1840,605
2588,1852,618
2589,1883,609
2590,1843,611
2591,1860,612
2592,1840,608
2593,1852,630
2594,1861,627
2595,1856,616
2596,1821,619
2597,1844,605
2598,1863,602
2599,1854,610
2600,1800,620
2601,1869,603
2602,1878,617
2603,1853,610
2604,1839,620
2605,1852,629
2606,1874,604
2607,1842,623
2608,1865,616
2609,1887,586
2610,1848,620
2611,1826,625
2612,1865,602
2613,1886,619
2614,1839,621
2615,1864,604
2616,1873,612
2617,1872,615
2618,1843,617
2619,1845,611
2620,1847,606
2621,1849,607
2622,1810,616
2623,1866,614
2624,1842,607
2625,1828,631
2626,1840,608
2627,1850,616
2628,1894,612
2629,1838,608
2630,1851,619
2631,1873,606
2632,1855,618
2633,1852,618
2634,1848,630
2635,1827,614
2636,1849,616
2637,1830,615
2638,1882,605
2639,1849,614
2640,1853,618
2641,1830,614
2642,1822,613
2643,1832,603
2644,1892,600
2645,1842,611
2646,1851,609
2647,1847,622
2648,1829,616
2649,1857,609
2650,1860,613
2651,1864,616
2652,1879,608
2653,1847,614
2654,1843,604
2655,1829,608
2656,1861,610
2657,1880,604
2658,1814,610
2659,1833,618
2660,1870,619
2661,1844,607
2662,1856,608
2663,1804,620
2664,1867,610
2665,1865,607
2666,1833,619
2667,1855,633
2668,1886,607
2669,1860,620
2670,1846,609
2671,1862,616
2672,1846,624
2673,1861,624
2674,1879,595
2675,1848,607
2676,1853,624
2677,1829,610
2678,1857,606
2679,1869,618
2680,1819,613
2681,1869,616
2682,1855,617
2683,1883,613
2684,1846,595
2685,1843,610
2686,1895,618
2687,1877,619
2688,1893,615
2689,1847,611
2690,1844,608
2691,1837,613
2692,1830,612
2693,1881,620
2694,1834,614
2695,1837,602
2696,1817,611
2697,1862,602
2698,1884,615
2699,1846,614
2700,1818,602
2701,1869,615
2702,1844,594
2703,1857,602
2704,1859,601
2705,1860,623
2706,1828,611
2707,1828,607
2708,1824,599
2709,1860,605
2710,1860,606
2711,1852,608
2712,1878,604
2713,1864,607
2714,1854,605
2715,1855,625
2716,1854,609
2717,1880,618
2718,1830,621
2719,1855,602
2720,1863,615
2721,1880,615
2722,1852,600
2723,1859,623
2724,1855,617
2725,1849,612
2726,1856,602
2727,1858,606
2728,1838,615
2729,1873,618
2730,1822,609
2731,1861,600
2732,1888,596
2733,1866,616
2734,1856,607
2735,1827,592
2736,1833,612
2737,1841,598
2738,1863,609
2739,1855,606
2740,1890,595
2741,1850,603
2742,1836,601
2743,1871,625
2744,1826,604
2745,1871,601
2746,1870,618
2747,1830,618
2748,1858,601
2749,1862,598
2750,1861,617
2751,1834,605
2752,1856,619
2753,1864,629
2754,1884,592
2755,1857,623
2756,1846,626
2757,1890,607
2758,1857,617
2759,1886,600
2760,1873,612
2761,1837,595
2762,1828,619
2763,1855,620
2764,1872,621
2765,1840,621
2766,1836,607
2767,1865,610
2768,1853,603
2769,1800,598
2770,1846,625
2771,1861,604
2772,1851,625
2773,1871,620
2774,1859,604
2775,1841,606
2776,1887,612
2777,1821,617
2778,1835,613
2779,1876,616
2780,1827,620
2781,1839,611
2782,1853,606
2783,1869,611
2784,1858,614
2785,1866,627
2786,1858,616
2787,1850,615
2788,1865,602
2789,1829,606
2790,1851,611
2791,1847,616
2792,1858,605
2793,1877,618
2794,1881,611
2795,1842,611
2796,1871,620
2797,1854,615
2798,1862,614
2799,1835,616
2800,1839,605
2801,1828,610
2802,1878,612
2803,1835,613
2804,1882,610
2805,1859,606
2806,1883,620
2807,1871,606
2808,1832,622
2809,1858,614
2810,1829,611
2811,1863,601
2812,1832,604
2813,1833,607
2814,1856,626
2815,1864,620
2816,1828,610
2817,1832,613
2818,1870,602
2819,1836,626
2820,1802,599
2821,1838,605
2822,1861,631
2823,1846,606
2824,1855,600
2825,1858,621
2826,1858,612
2827,1837,602
2828,1870,618
2829,1843,627
2830,1826,626
2831,1859,620
2832,1856,609
2833,1873,620
2834,1850,611
2835,1844,596
2836,1848,620
2837,1844,612
2838,1845,606
2839,1845,616
2840,1868,611
2841,1865,616
2842,1873,610
2843,1851,613
2844,1845,616
2845,1857,615
2846,1855,600
2847,1832,615
2848,1817,617
2849,1849,626
2850,1862,617
2851,1873,609
2852,1854,618
2853,1824,614
2854,1843,630
2855,1845,617
2856,1854,606
2857,1836,622
2858,1843,612
2859,1855,613
2860,1894,599
2861,1858,615
2862,1880,612
2863,1828,614
2864,1830,617
2865,1851,610
2866,1879,600
2867,1862,621
2868,1866,603
2869,1843,617
2870,1865,615
2871,1888,601
2872,1844,619
2873,1882,612
2874,1859,612
2875,1830,617
2876,1862,610
2877,1842,618
2878,1852,617
2879,1851,605
2880,1859,621
2881,1852,623
2882,1872,602
2883,1828,610
2884,1850,616
2885,1859,618
2886,1881,608
2887,1860,604
2888,1874,621
2889,1864,623
2890,1850,613
2891,1853,602
2892,1850,603
2893,1857,625
2894,1862,615
2895,1868,603
2896,1878,615
2897,1854,615
2898,1870,609
2899,1851,618
2900,1879,606
2901,1880,619
2902,1852,620
2903,1846,613
2904,1867,612
2905,1862,621
2906,1872,609
2907,1826,630
2908,1835,607
2909,1834,633
2910,1840,600
2911,1875,615
2912,1856,615
2913,1849,602
2914,1833,612
2915,1847,604
2916,1892,611
2917,1880,609
2918,1847,606
2919,1864,604
2920,1873,614
2921,1866,610
2922,1875,616
2923,1875,615
2924,1835,616
2925,1836,607
2926,1865,619
2927,1836,615
2928,1831,620
2929,1846,601
2930,1878,612
2931,1836,622
2932,1844,601
2933,1880,620
2934,1859,618
2935,1860,616
2936,1858,595
2937,1842,625
2938,1859,614
2939,1854,608
2940,1854,595
2941,1857,598
2942,1854,604
2943,1833,601
2944,1859,608
2945,1827,614
2946,1849,611
2947,1853,600
2948,1813,607
2949,1821,604
2950,1850,599
2951,1859,617
2952,1839,609
2953,1836,607
2954,1820,631
2955,1848,611
2956,1839,603
2957,1815,609
2958,1871,602
2959,1862,626
2960,1834,617
2961,1883,603
2962,1827,608
2963,1849,597
2964,1836,612
2965,1845,611
2966,1838,613
2967,1869,618
2968,1835,611
2969,1850,602
2970,1861,603
2971,1886,621
2972,1853,624
2973,1843,601
2974,1830,615
2975,1839,604
2976,1889,604
2977,1865,605
2978,1839,617
2979,1860,627
2980,1891,620
2981,1853,616
2982,1850,596
2983,1900,597
2984,1876,599
2985,1867,615
2986,1827,615
2987,1836,612
2988,1857,619
2989,1857,610
2990,1843,615
2991,1845,618
2992,1861,606
2993,1852,621
2994,1885,614
2995,1848,604
2996,1864,614
2997,1821,612
2998,1849,618
2999,1855,620
3000,1853,636
3001,1867,617
3002,1828,620
3003,1845,606
3004,1837,616
3005,1878,616
3006,1819,616
3007,1866,607
3008,1884,618
3009,1860,617
3010,1860,611
3011,1853,610
3012,1839,613
3013,1855,619
3014,1858,606
3015,1847,601
3016,1858,619
3017,1843,611
3018,1863,623
3019,1826,608
3020,1843,609
3021,1843,610
3022,1845,616
3023,1851,606
3024,1863,609
3025,1852,611
3026,1865,614
3027,1839,614
3028,1860,622
3029,1834,601
3030,1842,610
3031,1860,615
3032,1861,610
3033,1848,606
3034,1886,614
3035,1869,612
3036,1853,613
3037,1857,603
3038,1862,609
3039,1829,601
3040,1880,604
3041,1872,621
3042,1865,617
3043,1859,612
3044,1873,619
3045,1863,605
3046,1860,598
3047,1819,592
3048,1872,608
3049,1839,613
3050,1886,614
3051,1849,615
3052,1848,614
3053,1869,617
3054,1855,609
3055,1823,603
3056,1845,614
3057,1829,611
3058,1831,603
3059,1865,620
3060,1866,620
3061,1886,615
3062,1843,610
3063,1841,610
3064,1863,621
3065,1859,620
3066,1815,606
3067,1853,605
3068,1872,623
3069,1801,610
3070,1801,622
3071,1865,611
3072,1827,613
3073,1850,614
3074,1822,599
3075,1823,600
3076,1896,617
3077,1866,612
3078,1849,615
3079,1845,616
3080,1865,609
3081,1864,615
3082,1847,614
3083,1836,604
3084,1855,605
3085,1850,597
3086,1868,603
3087,1863,606
3088,1869,612
3089,1821,605
3090,1852,620
3091,1848,606
3092,1844,617
3093,1845,604
3094,1831,617
3095,1850,622
3096,1831,625
3097,1857,620
3098,1868,618
3099,1884,597
3100,1861,596
3101,1824,599
3102,1843,619
3103,1865,623
3104,1840,611
3105,1851,610
3106,1867,601
3107,1863,611
3108,1857,605
3109,1803,632
3110,1829,602
3111,1857,619
3112,1832,612
3113,1890,607
3114,1846,612
3115,1865,609
3116,1874,613
3117,1819,621
3118,1856,603
3119,1858,622
3120,1834,613
3121,1833,598
3122,1869,612
3123,1860,605
3124,1882,615
3125,1819,610
3126,1900,612
3127,1844,614
3128,1848,617
3129,1836,600
3130,1818,610
3131,1865,594
3132,1831,604
3133,1826,603
3134,1880,593
3135,1850,611
3136,1828,618
3137,1836,618
3138,1862,619
3139,1874,616
3140,1831,613
3141,1860,606
3142,1864,622
3143,1882,605
3144,1867,619
3145,1831,622
3146,1811,623
3147,1859,616
3148,1849,632
3149,1887,620
3150,1823,620
3151,1856,614
3152,1815,623
3153,1866,622
3154,1836,612
3155,1881,607
3156,1842,606
3157,1856,608
3158,1817,612
3159,1857,608
3160,1843,608
3161,1836,605
3162,1827,615
3163,1841,610
3164,1852,607
3165,1878,616
3166,1872,618
3167,1839,615
3168,1828,608
3169,1843,605
3170,1877,603
3171,1874,604
3172,1856,608
3173,1868,614
3174,1827,612
3175,1847,597
3176,1835,600
3177,1843,602
3178,1842,611
3179,1831,615
3180,1871,604
3181,1834,622
3182,1870,606
3183,1840,605
3184,1844,605
3185,1836,613
3186,1898,608
3187,1858,605
3188,1876,613
3189,1839,605
3190,1869,606
3191,1870,607
3192,1836,611
3193,1878,611
3194,1889,617
3195,1830,614
3196,1853,617
3197,1835,615
3198,1839,616
3199,1860,601
3200,1837,632
3201,1834,607
3202,1845,619
3203,1822,619
3204,1851,603
3205,1845,608
3206,1830,612
3207,1886,604
3208,1840,607
3209,1834,593
3210,1842,623
3211,1844,610
3212,1878,611
3213,1856,602
3214,1864,620
3215,1841,591
3216,1854,601
3217,1838,619
3218,1820,610
3219,1851,620
3220,1839,614
3221,1893,615
3222,1856,614
3223,1844,620
3224,1849,605
3225,1874,612
3226,1884,581
3227,1854,607
3228,1827,612
3229,1875,607
3230,1867,600
3231,1847,623
3232,1832,617
3233,1840,609
3234,1850,598
3235,1841,613
3236,1835,599
3237,1847,625
3238,1875,601
3239,1820,622
3240,1861,615
3241,1858,605
3242,1855,613
3243,1858,616
3244,1861,606
3245,1866,619
3246,1845,610
3247,1855,609
3248,1881,620
3249,1854,613
3250,1829,614
3251,1800,623
3252,1849,608
3253,1862,617
3254,1846,619
3255,1850,604
3256,1861,608
3257,1863,596
3258,1836,609
3259,1844,617
3260,1852,617
3261,1840,610
3262,1837,622
3263,1846,605
3264,1861,596
3265,1817,622
3266,1854,606
3267,1878,605
3268,1873,610
3269,1837,588
3270,1821,621
3271,1864,619
3272,1861,604
3273,1888,601
3274,1849,604
3275,1843,624
3276,1832,612
3277,1838,598
3278,1861,600
3279,1857,607
3280,1879,613
3281,1873,601
3282,1864,611
3283,1871,601
3284,1817,615
3285,1859,609
3286,1864,607
3287,1848,619
3288,1857,604
3289,1861,620
3290,1831,629
3291,1841,620
3292,1841,613
3293,1882,613
3294,1849,605
3295,1852,624
3296,1879,622
3297,1820,611
3298,1880,613
3299,1854,612
3300,1846,600
3301,1867,618
3302,1855,613
3303,1840,606
3304,1880,612
3305,1854,604
3306,1860,610
3307,1855,625
3308,1844,617
3309,1849,602
3310,1838,611
3311,1866,614
3312,1849,619
3313,1832,619
3314,1831,605
3315,1850,610
3316,1867,601
3317,1864,602
3318,1837,622
3319,1876,598
3320,1835,605
3321,1884,609
3322,1868,608
3323,1849,613
3324,1853,611
3325,1866,597
3326,1828,618
3327,1864,604
3328,1875,610
3329,1828,619
3330,1836,609
3331,1853,605
3332,1858,616
3333,1842,613
3334,1857,614
3335,1809,618
3336,1813,603
3337,1861,615
3338,1825,617
3339,1841,629
3340,1871,608
3341,1862,616
3342,1819,604
3343,1852,620
3344,1827,616
3345,1870,596
3346,1822,612
3347,1865,620
3348,1849,603
3349,1863,602
3350,1849,607
3351,1852,623
3352,1870,614
3353,1857,619
3354,1839,607
3355,1835,594
3356,1852,608
3357,1866,613
3358,1874,619
3359,1824,613
3360,1871,622
3361,1872,619
3362,1872,606
3363,1885,615
3364,1863,613
3365,1858,616
3366,1871,610
3367,1850,602
3368,1826,613
3369,1873,602
3370,1849,609
3371,1852,615
3372,1853,601
3373,1856,615
3374,1860,614
3375,1838,611
3376,1823,624
3377,1828,614
3378,1816,615
3379,1817,610
3380,1841,598
3381,1851,608
3382,1866,622
3383,1856,619
3384,1883,607
3385,1844,617
3386,1832,614
3387,1832,596
3388,1800,611
3389,1853,616
3390,1855,592
3391,1867,607
3392,1868,593
3393,1850,605
3394,1849,629
3395,1872,613
3396,1850,608
3397,1855,611
3398,1841,604
3399,1836,609
3400,1835,610
3401,1874,616
3402,1840,614
3403,1872,610
3404,1846,596
3405,1854,608
3406,1811,613
3407,1827,622
3408,1829,608
3409,1836,601
3410,1853,628
3411,1847,604
3412,1853,613
3413,1827,616
3414,1865,614
3415,1857,612
3416,1868,604
3417,1853,606
3418,1845,620
3419,1863,602
3420,1859,612
3421,1849,617
3422,1857,607
3423,1864,612
3424,1830,614
3425,1839,604
3426,1874,616
3427,1832,611
3428,1839,613
3429,1860,618
3430,1841,610
3431,1875,619
3432,1848,619
3433,1840,606
3434,1840,613
3435,1844,609
3436,1847,620
3437,1855,608
3438,1847,604
3439,1877,611
3440,1834,621
3441,1837,612
3442,1848,607
3443,1868,596
3444,1848,611
3445,1861,611
3446,1861,615
3447,1818,605
3448,1842,612
3449,1870,596
3450,1841,615
3451,1852,610
3452,1862,618
3453,1861,618
3454,1866,600
3455,1842,610
3456,1831,605
3457,1851,616
3458,1836,623
3459,1848,607
3460,1898,611
3461,1835,616
3462,1896,615
3463,1880,605
3464,1823,606
3465,1848,620
3466,1847,627
3467,1812,600
3468,1853,621
3469,1849,600
3470,1822,611
3471,1876,625
3472,1825,606
3473,1839,626
3474,1843,604
3475,1839,602
3476,1861,595
3477,1835,598
3478,1818,613
3479,1832,596
3480,1862,625
3481,1878,614
3482,1802,622
3483,1867,621
3484,1830,605
3485,1836,610
3486,1878,605
3487,1859,607
3488,1872,617
3489,1836,613
3490,1865,633
3491,1839,625
3492,1878,612
3493,1869,608
3494,1830,605
3495,1869,611
3496,1861,603
3497,1866,617
3498,1848,599
3499,1842,628
3500,1855,611
3501,1807,608
3502,1855,620
3503,1824,606
3504,1836,624
3505,1849,614
3506,1871,610
3507,1815,616
3508,1847,611
3509,1861,604
3510,1865,601
3511,1817,638
3512,1844,617
3513,1846,612
3514,1849,607
3515,1824,609
3516,1818,600
3517,1808,604
3518,1870,618
3519,1891,597
3520,1848,622
3521,1849,599
3522,1846,611
3523,1858,604
3524,1874,627
3525,1874,603
3526,1846,617
3527,1859,594
3528,1863,609
3529,1835,612
3530,1869,610
3531,1845,614
3532,1858,604
3533,1813,611
3534,1858,601
3535,1876,610
3536,1856,619
3537,1861,607
3538,1861,623
3539,1850,601
3540,1863,603
3541,1850,612
3542,1847,621
3543,1848,595
3544,1837,612
3545,1864,614
3546,1846,614
3547,1878,621
3548,1835,604
3549,1856,605
3550,1838,601
3551,1836,609
3552,1853,616
3553,1835,613
3554,1882,624
3555,1856,611
3556,1864,610
3557,1848,614
3558,1827,621
3559,1844,603
3560,1837,605
3561,1847,616
3562,1848,602
3563,1840,621
3564,1888,608
3565,1842,596
3566,1870,614
3567,1849,607
3568,1855,610
3569,1854,608
3570,1881,602
3571,1876,616
3572,1866,608
3573,1826,602
3574,1863,615
3575,1824,610
3576,1863,618
3577,1838,617
3578,1854,632
3579,1879,615
3580,1857,600
3581,1883,606
3582,1846,605
3583,1853,615
3584,1869,605
3585,1846,619
3586,1837,606
3587,1837,607
3588,1840,606
3589,1842,601
3590,1842,601
3591,1834,629
3592,1845,609
3593,1836,610
3594,1842,607
3595,1824,610
3596,1880,609
3597,1853,618
3598,1869,616
3599,1861,611
